# Auto-generated by tools/gen_minimap_markers.py - DO NOT EDIT
# TYPE  world  x  y  id  icon  "name"   (world = server map = client WorldActive; folder = world+1)
SPOT      26  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 48 (4)"
SPOT      26  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 58~63 (4)"
SPOT      26 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 48~50 (3)"
SPOT      26 113  36    -1 Npc_bless    "Blood Soldier - Lv. 50 (4)"
SPOT      26 116  70    -1 Npc_bless    "Death Angel - Lv. 53 (4)"
SPOT      27  28  72    -1 Npc_bless    "Aegis, Schriker, ... - Lv. 62~100 (3)"
SPOT      27  37  17    -1 Npc_bless    "Aegis - Lv. 62 (5)"
SPOT      27  37  53    -1 Npc_bless    "Schriker - Lv. 88 (3)"
SPOT      27  47  99    -1 Npc_bless    "Schriker - Lv. 88 (3)"
SPOT      27  55  17    -1 Npc_bless    "Aegis - Lv. 62 (5)"
SPOT      27  59  74    -1 Npc_bless    "Death Centurion - Lv. 83 (3)"
SPOT      27  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 66 (4)"
SPOT      27  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 78~83 (3)"
SPOT      27  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 66 (4)"
SPOT      27  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 78~83 (4)"
SPOT      27 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 66~70 (3)"
SPOT      27 113  36    -1 Npc_bless    "Blood Soldier - Lv. 70 (4)"
SPOT      27 116  70    -1 Npc_bless    "Death Angel - Lv. 74 (4)"
SPOT      28  28  72    -1 Npc_bless    "Aegis, Schriker, ... - Lv. 79~117 (3)"
SPOT      28  37  17    -1 Npc_bless    "Aegis - Lv. 79 (5)"
SPOT      28  37  53    -1 Npc_bless    "Schriker - Lv. 105 (3)"
SPOT      28  47  99    -1 Npc_bless    "Schriker - Lv. 105 (3)"
SPOT      28  55  17    -1 Npc_bless    "Aegis - Lv. 79 (5)"
SPOT      28  59  74    -1 Npc_bless    "Death Centurion - Lv. 98 (3)"
SPOT      28  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 82 (4)"
SPOT      28  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 93~98 (3)"
SPOT      28  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 82 (4)"
SPOT      28  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 93~98 (4)"
SPOT      28 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 82~85 (3)"
SPOT      28 113  36    -1 Npc_bless    "Blood Soldier - Lv. 85 (4)"
SPOT      28 116  70    -1 Npc_bless    "Death Angel - Lv. 88 (4)"
NPC       29  10  28   567 Npc_shop     "Priestess Veina"
SPOT      29  31  73    -1 Hotspot      "Schriker, Aegis, ... - Lv. 95~140 (7)"
SPOT      29  37  17    -1 Npc_bless    "Aegis - Lv. 95 (5)"
SPOT      29  37  53    -1 Npc_bless    "Schriker - Lv. 119 (3)"
SPOT      29  47  96    -1 Npc_bless    "Schriker - Lv. 119 (4)"
SPOT      29  55  17    -1 Npc_bless    "Aegis - Lv. 95 (5)"
SPOT      29  59  74    -1 Npc_bless    "Death Centurion - Lv. 114 (3)"
SPOT      29  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 98 (4)"
SPOT      29  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 109~114 (3)"
SPOT      29  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 98 (4)"
SPOT      29  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 109~114 (4)"
SPOT      29 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 98~101 (3)"
SPOT      29 113  36    -1 Npc_bless    "Blood Soldier - Lv. 101 (4)"
SPOT      29 116  70    -1 Npc_bless    "Death Angel - Lv. 105 (4)"
NPC       30  86  61   224 Npc_etc      "Guardsman"
NPC       30  99  61   224 Npc_etc      "Guardsman"
NPC       30 139 101   220 Npc_etc      "Gatekeeper"
NPC       30 167 195   217 Npc_etc      "Crown Switch2"
NPC       30 176 212   216 Npc_etc      "Crown"
NPC       30 179 214   223 Npc_etc      "Senior"
NPC       30 184 195   218 Npc_etc      "Crown Switch1"
PORTAL    30  28  40     0 PortalFull   "Lorencia (237, 13)"
PORTAL    30  94 242    30 PortalFull   "Valley of Loren (176, 204)"
PORTAL    30 160 204    30 PortalFull   "Valley of Loren (94, 238)"
PORTAL    30 163  41    34 PortalFull   "Crywolf (232, 41)"
PORTAL    31  61   8    30 PortalFull   "Valley of Loren (134, 93)"
SPOT      31  42 225    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31  43  38    -1 Npc_bless    "Ax Warrior - Lv. 75 (3)"
SPOT      31  55  45    -1 Npc_bless    "Ax Warrior - Lv. 75 (3)"
SPOT      31  59  59    -1 Npc_bless    "Lizard Warrior, Ax Warrior - Lv. 75~78 (3)"
SPOT      31  61  15    -1 Npc_bless    "Ax Warrior - Lv. 75 (4)"
SPOT      31  62 126    -1 Npc_bless    "Poison Golem - Lv. 84 (3)"
SPOT      31  68  70    -1 Npc_bless    "Ax Warrior, Lizard Warrior - Lv. 75~78 (4)"
SPOT      31  74  45    -1 Npc_bless    "Ax Warrior - Lv. 75 (3)"
SPOT      31  74 107    -1 Npc_bless    "Poison Golem, Lizard Warrior - Lv. 78~84 (4)"
SPOT      31  78 145    -1 Npc_bless    "Poison Golem - Lv. 84 (4)"
SPOT      31  87  78    -1 Npc_bless    "Lizard Warrior - Lv. 78 (3)"
SPOT      31  99  34    -1 Npc_bless    "Ax Warrior - Lv. 75 (4)"
SPOT      31 123  84    -1 Npc_bless    "Poison Golem, Lizard Warrior - Lv. 78~84 (4)"
SPOT      31 124 140    -1 Npc_bless    "Queen Bee, Poison Golem - Lv. 84~92 (5)"
SPOT      31 132  35    -1 Npc_bless    "Ax Warrior - Lv. 75 (5)"
SPOT      31 134 222    -1 Npc_bless    "Fire Golem, Queen Bee - Lv. 92~102 (4)"
SPOT      31 138 170    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31 144  58    -1 Npc_bless    "Lizard Warrior, Ax Warrior - Lv. 75~78 (4)"
SPOT      31 150  35    -1 Npc_bless    "Ax Warrior, Lizard Warrior - Lv. 75~78 (3)"
SPOT      31 151  75    -1 Npc_bless    "Lizard Warrior, Poison Golem - Lv. 78~84 (3)"
SPOT      31 153 115    -1 Npc_bless    "Queen Bee, Poison Golem - Lv. 84~92 (4)"
SPOT      31 157  92    -1 Npc_bless    "Poison Golem, Lizard Warrior - Lv. 78~84 (3)"
SPOT      31 158 223    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31 167  62    -1 Npc_bless    "Lizard Warrior - Lv. 78 (4)"
SPOT      31 174 122    -1 Npc_bless    "Poison Golem, Queen Bee - Lv. 84~92 (3)"
SPOT      31 185  92    -1 Npc_bless    "Poison Golem - Lv. 84 (3)"
SPOT      31 186 134    -1 Npc_bless    "Poison Golem, Queen Bee - Lv. 84~92 (4)"
SPOT      31 187 178    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31 190 112    -1 Npc_bless    "Poison Golem, Queen Bee - Lv. 84~92 (3)"
SPOT      31 191  18    -1 Npc_bless    "Ax Warrior, Lizard Warrior - Lv. 75~78 (4)"
SPOT      31 192 166    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31 205  18    -1 Npc_bless    "Ax Warrior, Lizard Warrior - Lv. 75~78 (3)"
SPOT      31 220  19    -1 Npc_bless    "Ax Warrior - Lv. 75 (3)"
SPOT      31 222 185    -1 Npc_bless    "Queen Bee, Fire Golem - Lv. 92~102 (3)"
SPOT      31 223 125    -1 Npc_bless    "Poison Golem - Lv. 84 (3)"
SPOT      31 223  58    -1 Npc_bless    "Lizard Warrior, Ax Warrior - Lv. 75~78 (5)"
SPOT      31 224 212    -1 Npc_bless    "Fire Golem, Erohim, ... - Lv. 92~128 (4)"
SPOT      31 226 109    -1 Npc_bless    "Poison Golem, Lizard Warrior - Lv. 78~84 (4)"
SPOT      31 226  92    -1 Npc_bless    "Poison Golem, Lizard Warrior - Lv. 78~84 (4)"
SPOT      31 229  39    -1 Npc_bless    "Ax Warrior, Lizard Warrior - Lv. 75~78 (5)"
SPOT      31 229  73    -1 Npc_bless    "Lizard Warrior, Poison Golem - Lv. 78~84 (4)"
SPOT      32  52 142    -1 Hotspot      "Gigantis, Berserker, ... - Lv. 105~135 (7)"
SPOT      32  52 160    -1 Npc_bless    "Gigantis, Soram (Trainee Soldier), ... - Lv. 105~123 (3)"
SPOT      32  65 151    -1 Hotspot      "Berserker, Gigantis, ... - Lv. 105~135 (55)"
SPOT      32  66 164    -1 Hotspot      "Balram (Trainee Soldier), Berserker, ... - Lv. 105~135 (22)"
SPOT      32  77 154    -1 Hotspot      "Gigantis, Berserker, ... - Lv. 105~135 (12)"
SPOT      32 123  84    -1 Hotspot      "Bloody wolf, Mutant, ... - Lv. 72~102 (7)"
SPOT      32 123 102    -1 Npc_bless    "Bloody wolf, Tantalos, ... - Lv. 76~84 (3)"
SPOT      32 125 156    -1 Hotspot      "Alquamos, Mega Crust, ... - Lv. 75~108 (7)"
SPOT      32 125 174    -1 Npc_bless    "Alquamos, Alpha Crust, ... - Lv. 75~100 (3)"
SPOT      32 136  93    -1 Hotspot      "Mutant, Bloody wolf, ... - Lv. 72~102 (55)"
SPOT      32 137 106    -1 Hotspot      "Iron Wheel, Mutant, ... - Lv. 72~102 (22)"
SPOT      32 138 165    -1 Hotspot      "Mega Crust, Alquamos, ... - Lv. 75~108 (55)"
SPOT      32 139 178    -1 Hotspot      "Drakan, Mega Crust, ... - Lv. 75~108 (22)"
SPOT      32 148  96    -1 Hotspot      "Bloody wolf, Mutant, ... - Lv. 72~102 (12)"
SPOT      32 150 168    -1 Hotspot      "Alquamos, Mega Crust, ... - Lv. 75~108 (12)"
NPC       33  78  13   369 kind_17      "Osbourne"
NPC       33  82  17   368 Npc_etc      "Elpis"
NPC       33  86  13   370 kind_17      "Jerridon"
PORTAL    33  74  11     3 PortalFull   "Noria (223, 32)"
PORTAL    33 238 168    80 PortalFull   "Karutan 1 (118, 45)"
SPOT      33  24 185    -1 Hotspot      "Witch Queen - Lv. 94 (7)"
SPOT      33  31 206    -1 Npc_bless    "Witch Queen - Lv. 94 (5)"
SPOT      33  37 222    -1 Npc_bless    "Witch Queen - Lv. 94 (5)"
SPOT      33  70 225    -1 Hotspot      "Witch Queen - Lv. 94 (7)"
SPOT      33  93 170    -1 Npc_bless    "Witch Queen - Lv. 94 (5)"
SPOT      33 108 148    -1 Npc_bless    "Hell Maine - Lv. 98 (1)"
SPOT      33 112  21    -1 Npc_bless    "Death Tree - Lv. 72 (5)"
SPOT      33 112  48    -1 Npc_bless    "Hell Maine - Lv. 98 (1)"
SPOT      33 113 144    -1 Npc_bless    "Witch Queen - Lv. 94 (5)"
SPOT      33 124 104    -1 Npc_bless    "Hell Maine - Lv. 98 (1)"
SPOT      33 126  30    -1 Npc_bless    "Death Tree - Lv. 72 (5)"
SPOT      33 131 229    -1 Hotspot      "Blue Golem - Lv. 84 (7)"
SPOT      33 136 186    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 138  10    -1 Npc_bless    "Death Tree - Lv. 72 (5)"
SPOT      33 146  40    -1 Npc_bless    "Forest Orc - Lv. 74 (5)"
SPOT      33 155  17    -1 Npc_bless    "Death Tree - Lv. 72 (5)"
SPOT      33 159 229    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 160 162    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 167  24    -1 Hotspot      "Death Tree - Lv. 72 (7)"
SPOT      33 167  78    -1 Npc_bless    "Death Rider - Lv. 78 (5)"
SPOT      33 176 122    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 184  14    -1 Npc_bless    "Forest Orc - Lv. 74 (5)"
SPOT      33 185  96    -1 Npc_bless    "Death Rider - Lv. 78 (5)"
SPOT      33 190  41    -1 Npc_bless    "Forest Orc - Lv. 74 (5)"
SPOT      33 195 150    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 203 167    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 213  34    -1 Hotspot      "Forest Orc - Lv. 74 (7)"
SPOT      33 214 205    -1 Npc_bless    "Witch Queen - Lv. 94 (5)"
SPOT      33 216 238    -1 Npc_bless    "Blue Golem - Lv. 84 (5)"
SPOT      33 219  92    -1 Npc_bless    "Death Rider - Lv. 78 (5)"
SPOT      33 227  13    -1 Npc_bless    "Forest Orc - Lv. 74 (5)"
SPOT      33 230  71    -1 Hotspot      "Death Rider - Lv. 78 (7)"
SPOT      33 232  39    -1 Npc_bless    "Death Rider - Lv. 78 (5)"
SPOT      33 232 116    -1 Npc_bless    "Death Rider - Lv. 78 (5)"
SPOT      33 238 234    -1 Hotspot      "Blue Golem - Lv. 84 (7)"
NPC       34  62 239   407 Npc_etc      "Werewolf Quarel"
NPC       34  96  25   256 kind_17      "Lahap"
NPC       34 115  35   208 Npc_etc      "Wolf Altar4"
NPC       34 117  27   209 Npc_etc      "Wolf Altar5"
NPC       34 118  11   224 Npc_etc      "Guardsman"
NPC       34 120  38   207 Npc_etc      "Wolf Altar3"
NPC       34 121  31   204 Npc_etc      "Wolf Status"
NPC       34 125  27   205 Npc_etc      "Wolf Altar1"
NPC       34 126  35   206 Npc_etc      "Wolf Altar2"
NPC       34 135  47   226 kind_09      "Trainer"
NPC       34 228  48   406 Npc_etc      "Apostle Devin"
PORTAL    34 240  42    30 PortalFull   "Valley of Loren (156, 40)"
SPOT      34  21 152    -1 Npc_bless    "Scout(Hero), Werewolf - Lv. 118~123 (3)"
SPOT      34  28 122    -1 Npc_bless    "Lance Scout, Bow Scout, ... - Lv. 97~118 (3)"
SPOT      34  32 169    -1 Npc_bless    "Soram, Werewolf(Hero) - Lv. 127~134 (3)"
SPOT      34  58 214    -1 Npc_bless    "Werewolf(Hero), Balram - Lv. 127~132 (4)"
SPOT      34  65 113    -1 Npc_bless    "Bow Scout, Werewolf - Lv. 97~118 (3)"
SPOT      34  75  37    -1 Npc_bless    "Hammer Scout - Lv. 97 (3)"
SPOT      34  80  78    -1 Npc_bless    "Lance Scout, Bow Scout - Lv. 97 (3)"
SPOT      34  81 108    -1 Npc_bless    "Bow Scout, Werewolf - Lv. 97~118 (3)"
SPOT      34  87  54    -1 Npc_bless    "Hammer Scout - Lv. 97 (4)"
SPOT      34  92 218    -1 Npc_bless    "Balram, Werewolf(Hero) - Lv. 127~132 (3)"
SPOT      34  97  81    -1 Npc_bless    "Lance Scout, Bow Scout - Lv. 97 (4)"
SPOT      34 118  83    -1 Npc_bless    "Lance Scout, Bow Scout - Lv. 97 (4)"
SPOT      34 142  92    -1 Npc_bless    "Bow Scout - Lv. 97 (3)"
SPOT      34 152 210    -1 Npc_bless    "Werewolf(Hero), Balram - Lv. 127~132 (3)"
SPOT      34 153  64    -1 Npc_bless    "Hammer Scout, Lance Scout - Lv. 97 (4)"
SPOT      34 164  46    -1 Npc_bless    "Lance Scout, Hammer Scout - Lv. 97 (3)"
SPOT      34 173  83    -1 Npc_bless    "Lance Scout, Bow Scout - Lv. 97 (4)"
SPOT      34 174  54    -1 Npc_bless    "Hammer Scout, Lance Scout - Lv. 97 (3)"
SPOT      34 182  29    -1 Npc_bless    "Hammer Scout - Lv. 97 (4)"
SPOT      34 197  85    -1 Npc_bless    "Bow Scout, Lance Scout - Lv. 97 (3)"
SPOT      34 200  43    -1 Hotspot      "Hammer Scout, Dark Knight - Lv. 97~175 (6)"
SPOT      34 221 187    -1 Npc_bless    "Balram, Werewolf(Hero) - Lv. 127~132 (3)"
SPOT      34 222 120    -1 Npc_bless    "Werewolf, Lance Scout - Lv. 97~118 (3)"
SPOT      34 226  75    -1 Npc_bless    "Lance Scout - Lv. 97 (3)"
STORAGE   34 113  56   240 Npc_storage  "Safety Guardian"
SPOT      36  31  73    -1 Hotspot      "Schriker, Aegis, ... - Lv. 111~147 (7)"
SPOT      36  37  17    -1 Npc_bless    "Aegis - Lv. 111 (5)"
SPOT      36  37  53    -1 Npc_bless    "Schriker - Lv. 135 (3)"
SPOT      36  47  96    -1 Npc_bless    "Schriker - Lv. 135 (4)"
SPOT      36  55  17    -1 Npc_bless    "Aegis - Lv. 111 (5)"
SPOT      36  59  74    -1 Npc_bless    "Death Centurion - Lv. 130 (3)"
SPOT      36  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 114 (4)"
SPOT      36  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 125~130 (3)"
SPOT      36  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 114 (4)"
SPOT      36  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 125~130 (4)"
SPOT      36 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 114~117 (3)"
SPOT      36 113  36    -1 Npc_bless    "Blood Soldier - Lv. 117 (4)"
SPOT      36 116  70    -1 Npc_bless    "Death Angel - Lv. 121 (4)"
PORTAL    37  18 221     8 PortalFull   "Tarkan (7, 200)"
PORTAL    37  89  90    38 PortalFull   "Kanturu 2 (70, 106)"
SPOT      37  38 232    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37  40  34    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  44  75    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  49 145    -1 Npc_bless    "Gigantis - Lv. 98 (5)"
SPOT      37  58 228    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37  63  38    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  70  63    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  76 126    -1 Npc_bless    "Gigantis - Lv. 98 (5)"
SPOT      37  80  58    -1 Hotspot      "Kentauros - Lv. 93 (7)"
SPOT      37  82 240    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37  84  21    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  85  76    -1 Npc_bless    "Kentauros - Lv. 93 (5)"
SPOT      37  91 165    -1 Npc_bless    "Gigantis - Lv. 98 (5)"
SPOT      37  97 140    -1 Npc_bless    "Gigantis - Lv. 98 (5)"
SPOT      37 101 111    -1 Npc_bless    "Berserker - Lv. 100 (5)"
SPOT      37 104 151    -1 Hotspot      "Gigantis - Lv. 98 (7)"
SPOT      37 115  93    -1 Npc_bless    "Berserker - Lv. 100 (5)"
SPOT      37 118 229    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37 124 168    -1 Npc_bless    "Berserker - Lv. 100 (5)"
SPOT      37 127  19    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 133 122    -1 Hotspot      "Berserker - Lv. 100 (7)"
SPOT      37 136  40    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 143 155    -1 Npc_bless    "Berserker - Lv. 100 (5)"
SPOT      37 145  88    -1 Npc_bless    "Genocider - Lv. 105 (5)"
SPOT      37 151  12    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 154  55    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 155 235    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37 157 196    -1 Npc_bless    "Splinter Wolf - Lv. 80 (5)"
SPOT      37 160  27    -1 Hotspot      "Blade Hunter - Lv. 88 (7)"
SPOT      37 160 117    -1 Npc_bless    "Genocider - Lv. 105 (5)"
SPOT      37 172  89    -1 Npc_bless    "Genocider - Lv. 105 (5)"
SPOT      37 173 162    -1 Npc_bless    "Iron Rider - Lv. 82 (5)"
SPOT      37 173 106    -1 Hotspot      "Genocider - Lv. 105 (7)"
SPOT      37 178 219    -1 Hotspot      "Splinter Wolf - Lv. 80 (7)"
SPOT      37 183  25    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 188  11    -1 Npc_bless    "Blade Hunter - Lv. 88 (5)"
SPOT      37 189 147    -1 Npc_bless    "Iron Rider - Lv. 82 (5)"
SPOT      37 190  99    -1 Npc_bless    "Genocider - Lv. 105 (5)"
SPOT      37 195 157    -1 Hotspot      "Iron Rider - Lv. 82 (7)"
SPOT      37 202 189    -1 Npc_bless    "Iron Rider - Lv. 82 (5)"
SPOT      37 209 167    -1 Npc_bless    "Iron Rider - Lv. 82 (5)"
SPOT      37 211 140    -1 Npc_bless    "Iron Rider - Lv. 82 (5)"
SPOT      37 213  44    -1 Npc_bless    "Satyros - Lv. 85 (5)"
SPOT      37 222  69    -1 Npc_bless    "Satyros - Lv. 85 (5)"
SPOT      37 225  83    -1 Npc_bless    "Satyros - Lv. 85 (5)"
SPOT      37 235  65    -1 Hotspot      "Satyros - Lv. 85 (7)"
SPOT      37 236  98    -1 Npc_bless    "Satyros - Lv. 85 (5)"
STORAGE   37  35 216   240 Npc_storage  "Safety Guardian"
NPC       38 141 191   367 Npc_etc      "Gateway Machine"
PORTAL    38  69 106    37 PortalFull   "Kanturu 1 (86, 90)"
SPOT      38  97  94    -1 Npc_bless    "Twin Tale - Lv. 117 (5)"
SPOT      38 100  79    -1 Npc_bless    "Twin Tale - Lv. 117 (5)"
SPOT      38 102 139    -1 Npc_bless    "Dreadfear - Lv. 119 (5)"
SPOT      38 108 158    -1 Hotspot      "Dreadfear - Lv. 119 (7)"
SPOT      38 119 128    -1 Npc_bless    "Dreadfear - Lv. 119 (5)"
SPOT      38 126  71    -1 Hotspot      "Twin Tale - Lv. 117 (7)"
SPOT      38 135 151    -1 Npc_bless    "Dreadfear - Lv. 119 (5)"
SPOT      38 140  95    -1 Npc_bless    "Twin Tale - Lv. 117 (5)"
SPOT      38 141 179    -1 Hotspot      "Laser Trap - Lv. 80 (7)"
SPOT      38 142 162    -1 Hotspot      "Laser Trap, Canon Trap - Lv. 80 (8)"
SPOT      38 151  81    -1 Npc_bless    "Twin Tale - Lv. 117 (5)"
SPOT      38 164 129    -1 Hotspot      "Persona - Lv. 118 (7)"
SPOT      38 167  95    -1 Npc_bless    "Persona - Lv. 118 (5)"
SPOT      38 174 148    -1 Npc_bless    "Persona - Lv. 118 (5)"
SPOT      38 183  99    -1 Npc_bless    "Persona - Lv. 118 (5)"
SPOT      38 191 143    -1 Npc_bless    "Persona - Lv. 118 (5)"
SPOT      38 196 124    -1 Npc_bless    "Persona - Lv. 118 (5)"
NPC       39  77 177   368 Npc_etc      "Elpis"
NPC       41 119 168   408 Npc_etc      "Gatekeeper"
SPOT      41  38 105    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  38 105    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  38 105    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  51 128    -1 Npc_bless    "Death Spirit (Trainee Soldier), Balram (Trainee Soldier) - Lv. 117~118 (3)"
SPOT      41  51 136    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  51 136    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  51 136    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  55 120    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  55 120    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  55 120    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  63 111    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  63 111    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  63 111    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  65 132    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  65 132    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  65 132    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  70 105    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (3)"
SPOT      41  71  97    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  71  97    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  71  97    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  76  84    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  76  84    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  76  84    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  94  71    -1 Npc_bless    "Balram (Trainee Soldier), Death Spirit (Trainee Soldier) - Lv. 117~118 (3)"
SPOT      41  96  71    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  96  71    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  96  71    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41  96  94    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41  96  94    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41  96  94    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 110 110    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41 110 110    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41 110 110    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 119  90    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41 119  90    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 122  92    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41 122  92    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41 122  92    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 123 166    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41 123 166    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41 123 166    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 127 160    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (3)"
SPOT      41 130 124    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41 134 143    -1 Npc_bless    "Death Spirit (Trainee Soldier), Soram (Trainee Soldier) - Lv. 118~119 (4)"
SPOT      41 136 142    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
SPOT      41 136 142    -1 Npc_bless    "Death Spirit (Trainee Soldier) - Lv. 118 (5)"
SPOT      41 136 142    -1 Npc_bless    "Soram (Trainee Soldier) - Lv. 119 (5)"
SPOT      41 137 148    -1 Npc_bless    "Balram (Trainee Soldier) - Lv. 117 (5)"
